datetime_hour,temp_c_hr,feels_like_c,precip_hr_mm,rain_hr_mm,snowfall_hr_cm,snow_depth_m,wind_kmh_hr,wind_gust_kmh,humidity_pct,wmo_code,cloud_cover_pct,is_raining,is_snowing,is_freezing
2024-01-01 00:00:00,0.4,-3.9,0.1,0.0,0.07,0.02,13.6,24.5,88,71,100,0,1,0
2024-01-01 01:00:00,0.1,-4.5,0.1,0.0,0.07,0.02,14.5,27.4,87,71,100,0,1,0
2024-01-01 02:00:00,-0.4,-5.0,0.1,0.0,0.07,0.02,14.0,27.7,84,71,100,0,1,0
2024-01-01 03:00:00,-0.8,-5.3,0.1,0.0,0.07,0.02,13.5,25.9,83,71,100,0,1,0
2024-01-01 04:00:00,-1.2,-5.8,0.2,0.0,0.14,0.02,12.7,25.6,81,71,100,0,1,0
2024-01-01 05:00:00,-1.6,-6.2,0.1,0.0,0.07,0.02,12.0,24.1,78,71,100,0,1,0
2024-01-01 06:00:00,-2.0,-6.4,0.0,0.0,0.0,0.02,10.7,22.7,74,3,100,0,0,0
2024-01-01 07:00:00,-2.2,-6.7,0.0,0.0,0.0,0.02,10.4,20.5,70,3,100,0,0,0
2024-01-01 08:00:00,-2.4,-6.8,0.0,0.0,0.0,0.02,9.2,20.2,69,3,100,0,0,0
2024-01-01 09:00:00,-2.4,-6.4,0.0,0.0,0.0,0.02,7.4,16.2,72,3,100,0,0,0
2024-01-01 10:00:00,-2.3,-6.2,0.0,0.0,0.0,0.02,6.6,14.8,71,3,100,0,0,0
2024-01-01 11:00:00,-1.9,-5.7,0.0,0.0,0.0,0.02,5.9,14.4,69,3,100,0,0,0
2024-01-01 12:00:00,-1.4,-5.0,0.0,0.0,0.0,0.02,4.8,14.0,69,3,100,0,0,0
2024-01-01 13:00:00,-0.9,-4.8,0.0,0.0,0.0,0.02,7.1,16.9,68,3,100,0,0,0
2024-01-01 14:00:00,-0.6,-5.0,0.0,0.0,0.0,0.02,9.7,20.9,65,3,100,0,0,0
2024-01-01 15:00:00,-0.6,-5.2,0.0,0.0,0.0,0.02,10.9,22.3,60,3,100,0,0,0
2024-01-01 16:00:00,-0.5,-5.3,0.0,0.0,0.0,0.02,11.7,23.8,58,3,100,0,0,0
2024-01-01 17:00:00,-0.8,-5.5,0.0,0.0,0.0,0.02,11.7,23.8,59,3,100,0,0,0
2024-01-01 18:00:00,-1.5,-5.7,0.0,0.0,0.0,0.02,7.8,22.3,63,2,55,0,0,0
2024-01-01 19:00:00,-2.2,-6.4,0.0,0.0,0.0,0.02,7.3,13.7,66,2,70,0,0,0
2024-01-01 20:00:00,-2.3,-6.1,0.0,0.0,0.0,0.02,5.2,12.2,68,3,100,0,0,0
2024-01-01 21:00:00,-2.7,-7.2,0.0,0.0,0.0,0.02,10.0,16.2,68,1,36,0,0,0
2024-01-01 22:00:00,-3.1,-7.6,0.0,0.0,0.0,0.02,9.7,17.6,68,2,56,0,0,0
2024-01-01 23:00:00,-3.0,-7.6,0.0,0.0,0.0,0.02,9.9,16.9,69,1,49,0,0,0
2024-01-02 00:00:00,-2.8,-7.5,0.0,0.0,0.0,0.02,11.8,20.9,71,3,92,0,0,0
2024-01-02 01:00:00,-2.5,-7.4,0.0,0.0,0.0,0.02,13.1,22.7,72,3,89,0,0,0
2024-01-02 02:00:00,-2.2,-7.1,0.0,0.0,0.0,0.02,13.9,24.5,72,3,100,0,0,0
2024-01-02 03:00:00,-2.0,-7.1,0.0,0.0,0.0,0.02,14.5,25.6,73,3,100,0,0,0
2024-01-02 04:00:00,-2.0,-7.0,0.0,0.0,0.0,0.02,14.2,25.9,70,0,12,0,0,0
2024-01-02 05:00:00,-2.3,-7.4,0.0,0.0,0.0,0.02,14.3,25.6,73,2,61,0,0,0
2024-01-02 06:00:00,-2.2,-7.4,0.0,0.0,0.0,0.02,15.6,27.0,75,3,94,0,0,0
2024-01-02 07:00:00,-2.0,-7.3,0.0,0.0,0.0,0.02,16.8,29.5,74,3,99,0,0,0
2024-01-02 08:00:00,-2.0,-7.4,0.0,0.0,0.0,0.02,17.4,30.2,75,0,18,0,0,0
2024-01-02 09:00:00,-1.3,-6.8,0.0,0.0,0.0,0.02,18.4,32.8,74,1,24,0,0,0
2024-01-02 10:00:00,-1.1,-6.9,0.0,0.0,0.0,0.02,20.0,35.6,72,2,64,0,0,0
2024-01-02 11:00:00,-0.2,-6.7,0.0,0.0,0.0,0.02,25.3,46.8,65,2,76,0,0,0
2024-01-02 12:00:00,0.9,-5.5,0.0,0.0,0.0,0.02,24.0,47.9,60,2,59,0,0,0
2024-01-02 13:00:00,1.8,-4.3,0.0,0.0,0.0,0.02,21.8,46.8,56,1,21,0,0,0
2024-01-02 14:00:00,2.7,-3.3,0.0,0.0,0.0,0.02,21.1,42.8,55,1,23,0,0,0
2024-01-02 15:00:00,3.0,-2.9,0.0,0.0,0.0,0.02,21.1,41.4,57,2,69,0,0,0
2024-01-02 16:00:00,2.9,-2.7,0.0,0.0,0.0,0.02,19.8,40.3,57,1,42,0,0,0
2024-01-02 17:00:00,2.2,-3.1,0.0,0.0,0.0,0.02,17.6,37.4,63,0,2,0,0,0
2024-01-02 18:00:00,0.7,-4.7,0.0,0.0,0.0,0.02,18.9,33.1,70,0,0,0,0,0
2024-01-02 19:00:00,0.0,-5.7,0.0,0.0,0.0,0.02,21.1,37.4,76,3,95,0,0,0
2024-01-02 20:00:00,-0.6,-6.1,0.0,0.0,0.0,0.02,19.5,37.4,77,3,93,0,0,0
2024-01-02 21:00:00,-1.3,-6.4,0.0,0.0,0.0,0.02,16.4,33.5,79,3,100,0,0,0
2024-01-02 22:00:00,-1.2,-6.5,0.0,0.0,0.0,0.02,17.1,30.6,78,3,97,0,0,0
2024-01-02 23:00:00,-1.2,-6.6,0.0,0.0,0.0,0.02,18.2,31.3,78,3,99,0,0,0
2024-01-03 00:00:00,-0.9,-6.4,0.0,0.0,0.0,0.02,19.3,34.6,77,3,99,0,0,0
2024-01-03 01:00:00,-0.6,-6.1,0.0,0.0,0.0,0.02,19.0,34.6,75,3,100,0,0,0
2024-01-03 02:00:00,-0.2,-5.5,0.0,0.0,0.0,0.02,18.4,33.5,74,3,100,0,0,0
2024-01-03 03:00:00,-0.1,-5.3,0.0,0.0,0.0,0.02,18.1,32.8,75,3,100,0,0,0
2024-01-03 04:00:00,0.2,-5.1,0.0,0.0,0.0,0.02,18.0,32.4,76,3,100,0,0,0
2024-01-03 05:00:00,0.2,-5.0,0.0,0.0,0.0,0.02,18.2,32.4,77,3,100,0,0,0
2024-01-03 06:00:00,0.3,-4.8,0.0,0.0,0.0,0.02,17.7,32.4,78,3,100,0,0,0
2024-01-03 07:00:00,0.4,-4.7,0.0,0.0,0.0,0.02,18.0,32.4,78,3,100,0,0,0
2024-01-03 08:00:00,0.4,-4.4,0.0,0.0,0.0,0.02,16.1,31.7,79,3,100,0,0,0
2024-01-03 09:00:00,0.9,-3.6,0.1,0.1,0.0,0.02,14.6,31.3,82,51,100,1,0,0
2024-01-03 10:00:00,1.0,-3.2,0.0,0.0,0.0,0.02,12.4,24.8,83,3,100,0,0,0
2024-01-03 11:00:00,1.5,-2.7,0.0,0.0,0.0,0.02,13.2,24.1,82,3,100,0,0,0
2024-01-03 12:00:00,2.2,-2.7,0.0,0.0,0.0,0.02,17.3,32.0,78,3,99,0,0,0
2024-01-03 13:00:00,2.8,-2.4,0.0,0.0,0.0,0.02,19.2,36.4,74,3,100,0,0,0
2024-01-03 14:00:00,3.1,-2.0,0.0,0.0,0.0,0.02,18.1,37.1,69,3,99,0,0,0
2024-01-03 15:00:00,3.3,-1.7,0.0,0.0,0.0,0.02,17.0,34.9,65,3,100,0,0,0
2024-01-03 16:00:00,2.8,-1.5,0.0,0.0,0.0,0.02,13.1,33.1,72,3,100,0,0,0
2024-01-03 17:00:00,2.2,-1.6,0.0,0.0,0.0,0.02,9.6,24.5,79,3,100,0,0,0
2024-01-03 18:00:00,1.6,-2.2,0.1,0.1,0.0,0.02,10.3,17.3,81,51,100,1,0,0
2024-01-03 19:00:00,1.5,-2.6,0.1,0.0,0.07,0.02,11.5,19.8,81,71,100,0,1,0
2024-01-03 20:00:00,1.1,-2.7,0.0,0.0,0.0,0.02,10.1,20.2,82,3,100,0,0,0
2024-01-03 21:00:00,0.9,-3.4,0.0,0.0,0.0,0.02,13.8,24.1,82,3,100,0,0,0
2024-01-03 22:00:00,0.3,-3.8,0.0,0.0,0.0,0.02,12.1,24.1,85,3,100,0,0,0
2024-01-03 23:00:00,0.2,-4.4,0.0,0.0,0.0,0.02,14.5,23.8,86,3,100,0,0,0
2024-01-04 00:00:00,0.7,-3.9,0.0,0.0,0.0,0.02,15.2,28.4,82,3,99,0,0,0
2024-01-04 01:00:00,-0.2,-4.8,0.0,0.0,0.0,0.02,14.1,26.6,84,3,86,0,0,0
2024-01-04 02:00:00,-0.9,-6.3,0.0,0.0,0.0,0.02,19.3,34.2,82,3,100,0,0,0
2024-01-04 03:00:00,-0.9,-7.0,0.0,0.0,0.0,0.02,23.0,41.0,78,0,15,0,0,0
2024-01-04 04:00:00,-2.2,-8.5,0.0,0.0,0.0,0.02,23.5,41.8,72,0,3,0,0,0
2024-01-04 05:00:00,-3.1,-9.4,0.0,0.0,0.0,0.02,22.4,42.1,69,0,0,0,0,0
2024-01-04 06:00:00,-4.1,-10.6,0.0,0.0,0.0,0.02,23.0,40.7,68,0,6,0,0,0
2024-01-04 07:00:00,-5.1,-11.7,0.0,0.0,0.0,0.02,22.6,41.8,63,0,2,0,0,0
2024-01-04 08:00:00,-6.3,-13.1,0.0,0.0,0.0,0.02,23.0,41.0,60,0,0,0,0,0
2024-01-04 09:00:00,-6.2,-12.9,0.0,0.0,0.0,0.02,23.0,43.2,65,0,0,0,0,0
2024-01-04 10:00:00,-6.2,-12.4,0.0,0.0,0.0,0.02,18.7,41.4,61,0,1,0,0,0
2024-01-04 11:00:00,-5.2,-11.0,0.0,0.0,0.0,0.02,15.5,34.9,53,0,0,0,0,0
2024-01-04 12:00:00,-4.2,-10.1,0.0,0.0,0.0,0.02,16.0,32.8,46,0,2,0,0,0
2024-01-04 13:00:00,-3.3,-9.2,0.0,0.0,0.0,0.02,16.2,34.2,44,1,25,0,0,0
2024-01-04 14:00:00,-2.8,-8.7,0.0,0.0,0.0,0.02,16.8,35.3,45,1,42,0,0,0
2024-01-04 15:00:00,-2.5,-8.4,0.0,0.0,0.0,0.02,16.5,34.6,46,2,70,0,0,0
2024-01-04 16:00:00,-2.7,-8.4,0.0,0.0,0.0,0.02,15.6,34.2,47,2,62,0,0,0
2024-01-04 17:00:00,-3.2,-8.6,0.0,0.0,0.0,0.02,13.5,31.0,50,0,8,0,0,0
2024-01-04 18:00:00,-4.7,-9.4,0.0,0.0,0.0,0.02,8.8,24.8,59,0,0,0,0,0
2024-01-04 19:00:00,-5.4,-9.8,0.0,0.0,0.0,0.02,7.2,15.1,62,0,3,0,0,0
2024-01-04 20:00:00,-6.4,-10.7,0.0,0.0,0.0,0.02,6.0,12.2,66,0,2,0,0,0
2024-01-04 21:00:00,-5.8,-10.3,0.0,0.0,0.0,0.02,7.6,12.6,62,3,91,0,0,0
2024-01-04 22:00:00,-4.8,-9.5,0.0,0.0,0.0,0.02,9.5,17.3,61,3,100,0,0,0
2024-01-04 23:00:00,-3.7,-8.5,0.0,0.0,0.0,0.02,11.2,22.3,60,3,100,0,0,0
2024-01-05 00:00:00,-3.5,-8.5,0.0,0.0,0.0,0.02,12.0,22.3,64,3,100,0,0,0
2024-01-05 01:00:00,-3.1,-7.9,0.0,0.0,0.0,0.02,11.4,23.4,65,3,94,0,0,0
2024-01-05 02:00:00,-3.3,-8.3,0.0,0.0,0.0,0.02,12.4,21.6,64,3,100,0,0,0
2024-01-05 03:00:00,-2.8,-8.3,0.0,0.0,0.0,0.02,15.5,28.8,58,3,100,0,0,0
2024-01-05 04:00:00,-2.7,-8.2,0.0,0.0,0.0,0.02,16.1,28.8,58,3,100,0,0,0
2024-01-05 05:00:00,-2.8,-8.5,0.0,0.0,0.0,0.02,16.7,30.2,62,3,100,0,0,0
2024-01-05 06:00:00,-3.2,-8.9,0.0,0.0,0.0,0.02,17.9,32.8,64,3,100,0,0,0
2024-01-05 07:00:00,-3.5,-9.5,0.0,0.0,0.0,0.02,19.1,34.9,65,3,100,0,0,0
2024-01-05 08:00:00,-3.5,-9.6,0.0,0.0,0.0,0.02,19.8,36.4,66,3,100,0,0,0
2024-01-05 09:00:00,-2.7,-8.4,0.0,0.0,0.0,0.02,17.7,32.8,66,0,7,0,0,0
2024-01-05 10:00:00,-2.2,-7.8,0.0,0.0,0.0,0.02,17.5,31.7,63,2,77,0,0,0
2024-01-05 11:00:00,-1.4,-7.2,0.0,0.0,0.0,0.02,18.3,35.6,60,3,100,0,0,0
2024-01-05 12:00:00,-0.9,-6.9,0.0,0.0,0.0,0.01,19.6,37.8,57,3,98,0,0,0
2024-01-05 13:00:00,-0.4,-6.7,0.0,0.0,0.0,0.01,21.6,41.8,55,3,100,0,0,0
2024-01-05 14:00:00,-0.1,-6.3,0.0,0.0,0.0,0.01,21.4,41.8,57,3,100,0,0,0
2024-01-05 15:00:00,0.0,-6.0,0.0,0.0,0.0,0.01,20.2,41.8,57,3,100,0,0,0
2024-01-05 16:00:00,0.1,-5.6,0.0,0.0,0.0,0.01,18.3,38.5,56,3,100,0,0,0
2024-01-05 17:00:00,0.2,-5.4,0.0,0.0,0.0,0.01,17.3,35.3,57,3,100,0,0,0
2024-01-05 18:00:00,-0.2,-5.3,0.0,0.0,0.0,0.01,13.9,32.8,59,3,100,0,0,0
2024-01-05 19:00:00,-0.3,-5.6,0.0,0.0,0.0,0.01,15.3,26.6,60,3,100,0,0,0
2024-01-05 20:00:00,-0.2,-5.6,0.0,0.0,0.0,0.01,16.9,30.2,59,3,91,0,0,0
2024-01-05 21:00:00,-0.8,-5.7,0.0,0.0,0.0,0.01,13.4,28.1,65,3,98,0,0,0
2024-01-05 22:00:00,-1.4,-5.8,0.0,0.0,0.0,0.01,9.7,23.4,68,3,85,0,0,0
2024-01-05 23:00:00,-2.0,-6.3,0.0,0.0,0.0,0.01,9.6,16.2,72,3,100,0,0,0
2024-01-06 00:00:00,-1.0,-5.1,0.0,0.0,0.0,0.01,7.8,19.4,69,3,100,0,0,0
2024-01-06 01:00:00,-1.8,-5.4,0.0,0.0,0.0,0.01,5.1,13.0,76,3,100,0,0,0
2024-01-06 02:00:00,-1.5,-5.4,0.0,0.0,0.0,0.01,7.6,11.9,79,3,100,0,0,0
2024-01-06 03:00:00,-1.3,-4.9,0.0,0.0,0.0,0.01,5.9,15.1,77,3,100,0,0,0
2024-01-06 04:00:00,-1.6,-5.0,0.0,0.0,0.0,0.01,4.1,10.4,76,3,100,0,0,0
2024-01-06 05:00:00,-1.9,-5.2,0.0,0.0,0.0,0.01,3.6,7.2,75,3,100,0,0,0
2024-01-06 06:00:00,-2.0,-5.1,0.0,0.0,0.0,0.01,1.5,6.5,74,3,100,0,0,0
2024-01-06 07:00:00,-1.5,-5.2,0.0,0.0,0.0,0.01,5.4,10.4,70,3,100,0,0,0
2024-01-06 08:00:00,-1.1,-5.3,0.0,0.0,0.0,0.01,9.7,16.6,75,3,100,0,0,0
2024-01-06 09:00:00,-0.5,-4.9,0.0,0.0,0.0,0.01,12.8,22.0,82,3,100,0,0,0
2024-01-06 10:00:00,0.4,-4.8,0.1,0.0,0.07,0.02,17.9,31.0,77,71,100,0,1,0
2024-01-06 11:00:00,0.5,-5.7,0.0,0.0,0.0,0.02,24.1,44.6,73,3,100,0,0,0
2024-01-06 12:00:00,0.8,-5.9,0.0,0.0,0.0,0.02,26.9,50.4,67,3,100,0,0,0
2024-01-06 13:00:00,1.0,-5.5,0.0,0.0,0.0,0.02,25.7,51.1,65,3,100,0,0,0
2024-01-06 14:00:00,1.1,-5.2,0.0,0.0,0.0,0.02,25.2,47.9,66,3,100,0,0,0
2024-01-06 15:00:00,1.5,-5.2,0.0,0.0,0.0,0.02,27.4,51.1,65,3,100,0,0,0
2024-01-06 16:00:00,1.8,-4.8,0.0,0.0,0.0,0.02,27.0,51.1,66,3,100,0,0,0
2024-01-06 17:00:00,1.6,-4.9,0.0,0.0,0.0,0.02,26.6,50.4,70,3,100,0,0,0
2024-01-06 18:00:00,1.1,-4.5,0.2,0.0,0.14,0.02,21.6,47.5,76,71,100,0,1,0
2024-01-06 19:00:00,0.6,-4.7,0.7,0.0,0.49,0.02,20.5,38.5,88,73,100,0,1,0
2024-01-06 20:00:00,0.4,-4.7,0.7,0.0,0.49,0.02,19.9,36.4,91,73,100,0,1,0
2024-01-06 21:00:00,-1.1,-6.8,0.9,0.0,0.63,0.03,22.4,40.3,90,73,100,0,1,0
2024-01-06 22:00:00,-1.2,-7.3,0.5,0.0,0.35,0.03,24.4,43.2,90,73,100,0,1,0
2024-01-06 23:00:00,-0.8,-6.2,0.4,0.0,0.28,0.03,20.7,43.2,92,73,100,0,1,0
2024-01-07 00:00:00,-0.7,-5.9,0.3,0.0,0.21,0.03,18.9,37.1,92,73,100,0,1,0
2024-01-07 01:00:00,-0.7,-5.5,0.5,0.0,0.35,0.04,16.4,33.5,93,73,100,0,1,0
2024-01-07 02:00:00,-0.9,-5.3,0.4,0.0,0.28,0.04,14.0,28.8,93,73,100,0,1,0
2024-01-07 03:00:00,-1.2,-6.0,0.3,0.0,0.21,0.04,15.1,26.3,90,73,100,0,1,0
2024-01-07 04:00:00,-1.7,-6.6,0.3,0.0,0.21,0.04,16.1,28.4,89,73,100,0,1,0
2024-01-07 05:00:00,-2.2,-7.3,0.2,0.1,0.07,0.04,16.5,29.9,86,71,100,0,1,0
2024-01-07 06:00:00,-2.5,-7.1,0.1,0.0,0.07,0.04,13.1,29.2,82,71,100,0,1,0
2024-01-07 07:00:00,-2.9,-7.8,0.2,0.0,0.14,0.04,14.1,25.9,79,71,100,0,1,0
2024-01-07 08:00:00,-3.2,-8.0,0.2,0.0,0.14,0.04,12.6,26.6,78,71,100,0,1,0
2024-01-07 09:00:00,-4.3,-8.9,0.0,0.0,0.0,0.04,10.4,18.0,81,3,100,0,0,0
2024-01-07 10:00:00,-4.0,-8.5,0.0,0.0,0.0,0.04,10.2,19.8,77,2,70,0,0,0
2024-01-07 11:00:00,-2.5,-6.8,0.0,0.0,0.0,0.04,8.4,19.4,70,1,47,0,0,0
2024-01-07 12:00:00,-1.1,-5.2,0.0,0.0,0.0,0.04,7.0,19.4,65,1,44,0,0,0
2024-01-07 13:00:00,0.1,-3.7,0.0,0.0,0.0,0.04,5.7,18.0,60,3,83,0,0,0
2024-01-07 14:00:00,0.8,-3.1,0.0,0.0,0.0,0.04,6.6,17.3,59,3,80,0,0,0
2024-01-07 15:00:00,1.0,-2.5,0.0,0.0,0.0,0.04,4.6,17.3,60,3,99,0,0,0
2024-01-07 16:00:00,0.9,-3.0,0.0,0.0,0.0,0.04,7.5,16.6,66,3,87,0,0,0
2024-01-07 17:00:00,0.2,-3.2,0.0,0.0,0.0,0.04,6.3,17.3,78,3,100,0,0,0
2024-01-07 18:00:00,-0.9,-4.3,0.0,0.0,0.0,0.04,5.4,10.4,85,3,100,0,0,0
2024-01-07 19:00:00,-0.3,-4.2,0.0,0.0,0.0,0.04,7.9,13.0,73,3,100,0,0,0
2024-01-07 20:00:00,-0.8,-4.8,0.0,0.0,0.0,0.04,8.4,14.8,73,1,24,0,0,0
2024-01-07 21:00:00,-2.7,-6.4,0.0,0.0,0.0,0.04,6.4,11.2,85,3,97,0,0,0
2024-01-07 22:00:00,-1.9,-5.7,0.0,0.0,0.0,0.04,7.5,13.0,82,3,100,0,0,0
2024-01-07 23:00:00,-1.6,-5.2,0.0,0.0,0.0,0.04,5.6,13.0,82,3,100,0,0,0
2024-01-08 00:00:00,-1.4,-4.9,0.0,0.0,0.0,0.04,6.2,10.8,82,1,23,0,0,0
2024-01-08 01:00:00,-2.6,-6.3,0.0,0.0,0.0,0.04,6.5,11.2,85,1,46,0,0,0
2024-01-08 02:00:00,-3.1,-6.9,0.0,0.0,0.0,0.04,6.6,10.4,85,2,73,0,0,0
2024-01-08 03:00:00,-2.3,-6.1,0.0,0.0,0.0,0.04,6.8,10.8,85,1,36,0,0,0
2024-01-08 04:00:00,-2.3,-6.2,0.0,0.0,0.0,0.04,7.8,13.3,86,0,18,0,0,0
2024-01-08 05:00:00,-2.5,-6.4,0.0,0.0,0.0,0.04,8.8,13.7,87,0,6,0,0,0
2024-01-08 06:00:00,-2.0,-6.6,0.0,0.0,0.0,0.04,12.6,22.0,87,0,19,0,0,0
2024-01-08 07:00:00,-2.2,-6.4,0.0,0.0,0.0,0.04,11.0,22.0,87,0,0,0,0,0
2024-01-08 08:00:00,-2.3,-6.7,0.0,0.0,0.0,0.04,12.0,20.9,87,0,15,0,0,0
2024-01-08 09:00:00,-0.9,-4.9,0.0,0.0,0.0,0.04,10.8,21.6,89,1,45,0,0,0
2024-01-08 10:00:00,0.1,-3.8,0.0,0.0,0.0,0.04,10.4,18.7,88,1,39,0,0,0
2024-01-08 11:00:00,2.0,-1.6,0.0,0.0,0.0,0.04,8.6,17.3,81,3,89,0,0,0
2024-01-08 12:00:00,3.5,-0.3,0.0,0.0,0.0,0.04,10.4,21.6,75,3,93,0,0,0
2024-01-08 13:00:00,3.7,0.0,0.0,0.0,0.0,0.04,9.4,22.0,73,3,99,0,0,0
2024-01-08 14:00:00,3.6,0.0,0.2,0.2,0.0,0.04,9.4,20.2,74,51,97,1,0,0
2024-01-08 15:00:00,3.5,0.5,0.0,0.0,0.0,0.04,5.7,19.8,73,3,100,0,0,0
2024-01-08 16:00:00,3.2,0.1,0.0,0.0,0.0,0.04,5.6,13.0,75,3,97,0,0,0
2024-01-08 17:00:00,2.5,-0.5,0.0,0.0,0.0,0.04,5.9,10.8,79,3,95,0,0,0
2024-01-08 18:00:00,0.3,-3.0,0.0,0.0,0.0,0.04,6.9,9.4,89,3,100,0,0,0
2024-01-08 19:00:00,0.2,-3.2,0.0,0.0,0.0,0.04,6.5,8.3,87,3,100,0,0,0
2024-01-08 20:00:00,1.0,-1.9,0.0,0.0,0.0,0.04,4.7,9.0,87,3,100,0,0,0
2024-01-08 21:00:00,1.7,-1.9,0.0,0.0,0.0,0.04,6.8,12.2,70,3,100,0,0,0
2024-01-08 22:00:00,0.9,-2.7,0.0,0.0,0.0,0.04,6.7,7.9,71,3,100,0,0,0
2024-01-08 23:00:00,0.8,-2.7,0.0,0.0,0.0,0.04,6.8,10.8,76,3,100,0,0,0
2024-01-09 00:00:00,1.0,-2.9,0.0,0.0,0.0,0.04,9.8,16.6,78,3,100,0,0,0
2024-01-09 01:00:00,1.0,-2.8,0.0,0.0,0.0,0.04,11.0,18.4,88,3,100,0,0,0
2024-01-09 02:00:00,1.3,-3.2,0.0,0.0,0.0,0.04,15.2,25.6,85,3,100,0,0,0
2024-01-09 03:00:00,1.6,-3.4,0.0,0.0,0.0,0.04,17.7,30.2,78,3,100,0,0,0
2024-01-09 04:00:00,1.6,-3.7,0.0,0.0,0.0,0.04,20.2,36.0,79,3,100,0,0,0
2024-01-09 05:00:00,1.6,-3.9,0.0,0.0,0.0,0.04,21.5,37.4,78,3,100,0,0,0
2024-01-09 06:00:00,1.3,-4.5,0.0,0.0,0.0,0.04,23.6,43.2,81,3,100,0,0,0
2024-01-09 07:00:00,1.0,-4.9,0.1,0.0,0.07,0.04,23.7,42.1,81,71,100,0,1,0
2024-01-09 08:00:00,1.0,-4.8,0.1,0.0,0.07,0.04,23.9,43.9,81,71,100,0,1,0
2024-01-09 09:00:00,1.5,-4.5,0.1,0.0,0.07,0.04,25.3,44.6,82,71,100,0,1,0
2024-01-09 10:00:00,1.4,-4.6,0.3,0.0,0.21,0.04,25.7,46.1,87,73,100,0,1,0
2024-01-09 11:00:00,1.3,-4.7,1.0,0.1,0.63,0.04,26.8,47.5,91,73,100,0,1,0
2024-01-09 12:00:00,1.0,-4.8,2.8,0.1,1.89,0.04,25.7,47.2,96,75,100,0,1,0
2024-01-09 13:00:00,0.9,-5.8,2.2,0.1,1.47,0.05,32.2,54.4,98,75,100,0,1,0
2024-01-09 14:00:00,1.0,-5.6,1.9,0.2,1.19,0.06,31.8,56.5,99,75,100,0,1,0
2024-01-09 15:00:00,1.0,-5.5,2.1,0.4,1.19,0.07,31.4,58.0,100,75,100,0,1,0
2024-01-09 16:00:00,0.9,-5.7,2.7,0.5,1.54,0.07,31.5,56.5,100,75,100,0,1,0
2024-01-09 17:00:00,2.2,-3.7,2.6,2.1,0.35,0.07,27.6,52.9,94,73,100,0,1,0
2024-01-09 18:00:00,3.8,-1.8,3.0,3.0,0.0,0.07,26.3,47.9,88,63,100,1,0,0
2024-01-09 19:00:00,4.0,-2.1,2.1,2.1,0.0,0.07,29.8,51.5,91,61,100,1,0,0
2024-01-09 20:00:00,4.2,-2.1,1.8,1.8,0.0,0.06,32.1,55.1,91,61,100,1,0,0
2024-01-09 21:00:00,4.4,-0.5,1.4,1.4,0.0,0.06,23.7,42.5,93,61,100,1,0,0
2024-01-09 22:00:00,4.6,-0.2,2.6,2.6,0.0,0.05,22.5,58.0,93,63,100,1,0,0
2024-01-09 23:00:00,4.8,0.8,1.4,1.4,0.0,0.05,17.3,38.9,93,61,100,1,0,0
2024-01-10 00:00:00,4.8,1.3,2.5,2.5,0.0,0.05,13.7,29.9,94,63,100,1,0,0
2024-01-10 01:00:00,6.3,0.9,1.4,1.4,0.0,0.04,28.8,50.8,90,61,100,1,0,0
2024-01-10 02:00:00,5.3,-1.2,0.0,0.0,0.0,0.04,34.7,61.6,88,3,100,0,0,0
2024-01-10 03:00:00,5.1,-1.0,0.0,0.0,0.0,0.04,30.5,61.2,88,3,100,0,0,0
2024-01-10 04:00:00,4.6,-1.2,0.0,0.0,0.0,0.03,28.4,53.3,87,3,100,0,0,0
2024-01-10 05:00:00,4.0,-2.4,0.0,0.0,0.0,0.03,30.9,54.4,85,3,83,0,0,0
2024-01-10 06:00:00,3.5,-2.8,0.0,0.0,0.0,0.03,29.0,55.4,81,1,38,0,0,0
2024-01-10 07:00:00,2.8,-2.9,0.0,0.0,0.0,0.03,25.8,51.5,85,1,31,0,0,0
2024-01-10 08:00:00,2.7,-3.4,0.0,0.0,0.0,0.03,27.6,48.6,85,3,100,0,0,0
2024-01-10 09:00:00,3.0,-3.4,0.4,0.4,0.0,0.03,30.0,53.3,86,51,100,1,0,0
2024-01-10 10:00:00,2.5,-3.4,0.2,0.2,0.0,0.03,27.0,53.3,89,51,100,1,0,0
2024-01-10 11:00:00,2.3,-3.2,0.0,0.0,0.0,0.03,23.6,47.9,85,3,100,0,0,0
2024-01-10 12:00:00,2.4,-4.0,0.0,0.0,0.0,0.03,27.9,50.0,77,3,100,0,0,0
2024-01-10 13:00:00,2.1,-5.5,0.0,0.0,0.0,0.03,33.9,65.5,65,3,99,0,0,0
2024-01-10 14:00:00,2.2,-5.8,0.0,0.0,0.0,0.03,35.7,68.8,58,3,95,0,0,0
2024-01-10 15:00:00,1.9,-6.2,0.0,0.0,0.0,0.03,35.4,67.0,56,3,99,0,0,0
2024-01-10 16:00:00,1.4,-6.6,0.0,0.0,0.0,0.03,34.5,66.6,57,3,92,0,0,0
2024-01-10 17:00:00,0.7,-6.9,0.0,0.0,0.0,0.03,32.1,63.7,59,3,100,0,0,0
2024-01-10 18:00:00,0.3,-6.6,0.0,0.0,0.0,0.03,26.9,60.1,60,2,63,0,0,0
2024-01-10 19:00:00,-0.1,-6.9,0.0,0.0,0.0,0.03,26.6,48.6,63,3,99,0,0,0
2024-01-10 20:00:00,-0.2,-6.6,0.0,0.0,0.0,0.02,24.0,46.8,64,3,100,0,0,0
